Dloss,Gloss
0.4759819507598877,0.46832016110420227
0.46831658482551575,0.46916499733924866
0.4621736407279968,0.47168052196502686
0.4569423794746399,0.4721626043319702
0.45222246646881104,0.4751128554344177
0.4478987455368042,0.4764968156814575
0.4426203668117523,0.4854448735713959
0.4366409182548523,0.47982287406921387
0.43643099069595337,0.47784096002578735
0.43335676193237305,0.49397289752960205
0.4211638569831848,0.49189719557762146
0.42368000745773315,0.4813953936100006
0.4075670838356018,0.5098389983177185
0.413505494594574,0.48458316922187805
0.3984902799129486,0.5015765428543091
0.39818745851516724,0.5035260915756226
0.39455485343933105,0.5122397541999817
0.3913207948207855,0.5091473460197449
0.3817281723022461,0.50437992811203
0.38335609436035156,0.5089287757873535
0.38065004348754883,0.5067817568778992
0.3821637034416199,0.5046651363372803
0.3766184449195862,0.5196043848991394
0.3928542733192444,0.5133622884750366
0.3723798394203186,0.5247671604156494
0.37576428055763245,0.5226226449012756
0.3665609657764435,0.5327833890914917
0.3632403016090393,0.5343493223190308
0.3693498969078064,0.5297543406486511
0.3802298903465271,0.5262262225151062
0.3658146262168884,0.527132511138916
0.35397082567214966,0.5116907358169556
0.35298460721969604,0.5181557536125183
0.3623010516166687,0.5228814482688904
0.3520393967628479,0.5428807735443115
0.35734713077545166,0.5480607748031616
0.35770875215530396,0.5405783653259277
0.3469015955924988,0.5287281274795532
0.34056317806243896,0.5320978164672852
0.3421609401702881,0.5333632826805115
0.38412487506866455,0.5309963226318359
0.3429485559463501,0.5245254039764404
0.334858238697052,0.5375025272369385
0.3301607072353363,0.5344550609588623
0.31688809394836426,0.5264740586280823
0.3500923812389374,0.5329942107200623
0.3609262704849243,0.5578505992889404
0.3266231417655945,0.5395065546035767
0.3441859483718872,0.5538313388824463
0.3223472833633423,0.5564206838607788
0.31765884160995483,0.562667965888977
0.3380442261695862,0.5417876243591309
0.3486042022705078,0.5395915508270264
0.318456768989563,0.5739520192146301
0.3193380832672119,0.5523350238800049
0.3411259353160858,0.53059983253479
0.336534321308136,0.5801647901535034
0.3239647150039673,0.5584620237350464
0.3352184295654297,0.5462906360626221
0.32016560435295105,0.5586620569229126
0.33887240290641785,0.5741037130355835
0.318522572517395,0.5990791916847229
0.3116002082824707,0.5601187944412231
0.27293625473976135,0.574303925037384
