Dloss,Gloss
1.3853023052215576,2.2979445457458496
0.16514045000076294,4.964600563049316
0.6878799796104431,6.02664041519165
0.41343384981155396,4.125873565673828
1.0661481618881226,2.369263172149658
1.5765321254730225,3.3657219409942627
1.3580739498138428,1.9209580421447754
0.7495105266571045,0.8750388622283936
1.3413429260253906,2.3789706230163574
0.8991012573242188,2.7164454460144043
0.980569064617157,1.6106212139129639
1.3236639499664307,2.445629119873047
1.0045737028121948,3.1670470237731934
1.1957097053527832,3.059274673461914
1.0043063163757324,2.913116931915283
1.189831018447876,2.793999195098877
1.0119752883911133,3.942347288131714
1.4539045095443726,2.3951961994171143
1.025794506072998,3.0118088722229004
1.0526340007781982,3.067227363586426
0.9580320715904236,4.008691787719727
0.934229850769043,1.7997328042984009
1.2366048097610474,1.8273931741714478
1.4235607385635376,3.690450668334961
1.3306212425231934,2.8907322883605957
1.032658576965332,2.648716449737549
0.9205442667007446,3.0811398029327393
1.9599592685699463,4.772564888000488
1.5050090551376343,0.8785896301269531
0.8206535577774048,2.9049770832061768
0.898103654384613,3.363811492919922
1.162174940109253,2.945815086364746
0.857787549495697,2.040705680847168
1.3758434057235718,4.21707820892334
1.0872799158096313,2.8548271656036377
0.9690634608268738,2.712979793548584
0.9276118278503418,3.1931376457214355
1.1182841062545776,3.6261560916900635
0.9475713968276978,2.091022253036499
1.1136963367462158,2.6896984577178955
1.0101714134216309,3.7175393104553223
1.0868604183197021,1.8547102212905884
1.0561002492904663,3.8022327423095703
0.6913844347000122,3.984142303466797
1.3649945259094238,4.463602066040039
0.9667357206344604,2.982175827026367
0.9753144383430481,3.8114473819732666
0.9815890192985535,1.800767183303833
0.6225401163101196,2.082963466644287
1.064692497253418,2.7432503700256348
1.1922903060913086,3.6495883464813232
1.381880283355713,6.040899276733398
0.8590580224990845,3.1421778202056885
1.3423830270767212,4.245777130126953
1.8763279914855957,1.9428882598876953
1.1098726987838745,4.768988609313965
0.9896539449691772,3.969076156616211
0.6280117034912109,1.997924566268921
0.7173557281494141,3.447521686553955
1.0731587409973145,2.8444104194641113
0.5582067966461182,2.8860623836517334
0.9223664402961731,3.2243971824645996
0.8249391317367554,3.1143171787261963
0.9239082932472229,3.2948384284973145
1.3467414379119873,3.069204330444336
1.068969488143921,2.4709062576293945
0.7048603892326355,2.499077081680298
1.6220632791519165,1.9550726413726807
0.8898531794548035,2.311879873275757
1.112152099609375,3.7457356452941895
0.7826204895973206,2.874549150466919
1.1199933290481567,4.108612537384033
0.6270295977592468,3.5543572902679443
1.1031527519226074,3.741459608078003
1.4439473152160645,3.9287545680999756
0.9933151602745056,2.592958450317383
0.9996033310890198,2.4700381755828857
1.5701336860656738,2.343357563018799
0.7428449392318726,3.580756664276123
1.3768863677978516,4.176718711853027
0.5427427291870117,2.9508211612701416
0.7427312731742859,2.6079931259155273
1.0494859218597412,3.466285467147827
0.6259353756904602,2.3080155849456787
0.5628957748413086,2.6721794605255127
0.7837271094322205,2.6656298637390137
2.4483110904693604,3.0908515453338623
0.9162737727165222,3.0763182640075684
0.875525712966919,3.669477939605713
1.2744017839431763,4.223431587219238
0.8249762058258057,3.855240821838379
0.5576087832450867,3.6057519912719727
0.7686723470687866,3.872934341430664
0.9702323079109192,2.920473098754883
0.5966612100601196,2.226271152496338
1.2879209518432617,3.4731900691986084
0.9624573588371277,3.2513041496276855
0.5316975116729736,3.7702813148498535
0.49844732880592346,3.899165630340576
0.7382709383964539,5.351818561553955
0.8210405111312866,3.3754377365112305
0.6880739331245422,1.9015086889266968
0.9050856828689575,1.630721092224121
1.0324573516845703,4.474122524261475
0.8415098786354065,3.197477340698242
0.5225705504417419,4.167079925537109
1.5933740139007568,2.9578824043273926
1.2962018251419067,4.419861793518066
0.8213986158370972,2.838402032852173
1.2115875482559204,3.449343681335449
0.9796265363693237,4.190184593200684
1.0836434364318848,4.487448692321777
1.017852783203125,1.2677576541900635
0.5576185584068298,2.585303783416748
0.8555340766906738,4.373558044433594
0.9731672406196594,3.720102310180664
0.6804932951927185,2.49442458152771
